"","ID","NBC","knn","RF","XGBoost","Linear_SVM","SVM_RBF"
"4439",4439,"1","1","0","0","0","0"
"4440",4440,"1","0","0","0","0","0"
"4441",4441,"0","0","0","0","0","0"
"4442",4442,"1","1","1","1","1","1"
"4443",4443,"1","0","1","1","1","1"
"4444",4444,"1","1","1","1","1","1"
"4445",4445,"0","0","0","0","0","0"
"4446",4446,"0","0","0","0","0","0"
"4447",4447,"0","1","1","1","1","1"
"4448",4448,"0","0","0","0","0","0"
"4449",4449,"0","0","0","1","1","0"
"4450",4450,"1","1","1","1","1","1"
"4451",4451,"1","1","1","1","1","1"
"4452",4452,"0","0","0","0","0","0"
"4453",4453,"1","1","1","1","1","1"
"4454",4454,"0","0","0","0","0","0"
"4455",4455,"0","0","0","0","0","0"
"4456",4456,"1","1","1","1","1","1"
"4457",4457,"0","0","0","0","0","0"
"4458",4458,"0","0","0","0","0","0"
"4459",4459,"0","0","0","0","0","0"
"4460",4460,"1","1","1","0","1","1"
"4461",4461,"0","1","1","1","1","1"
"4462",4462,"0","0","0","0","0","0"
"4463",4463,"1","1","1","1","1","1"
"4464",4464,"0","0","0","0","0","0"
"4465",4465,"1","1","1","1","1","1"
"4466",4466,"0","0","0","0","0","0"
"4467",4467,"1","1","1","1","1","1"
"4468",4468,"0","1","0","0","0","0"
"4469",4469,"1","1","1","1","1","1"
"4470",4470,"0","0","0","0","0","0"
"4471",4471,"1","0","0","1","1","1"
"4472",4472,"0","0","1","1","1","0"
"4473",4473,"1","0","0","0","0","0"
"4474",4474,"1","1","1","1","1","1"
"4475",4475,"0","0","0","0","0","0"
"4476",4476,"1","1","1","1","1","1"
"4477",4477,"0","0","0","0","0","0"
"4478",4478,"0","0","0","0","0","0"
"4479",4479,"1","1","1","1","1","1"
"4480",4480,"0","0","0","1","0","0"
"4481",4481,"1","0","0","0","0","0"
"4482",4482,"1","1","1","1","1","1"
"4483",4483,"0","0","0","0","0","0"
"4484",4484,"0","0","0","0","0","0"
"4485",4485,"0","0","0","0","0","0"
"4486",4486,"0","0","0","0","0","0"
"4487",4487,"0","0","0","0","0","0"
"4488",4488,"0","1","0","0","1","1"
"4489",4489,"1","1","1","1","1","1"
"4490",4490,"1","1","1","1","1","1"
"4491",4491,"0","0","0","0","0","0"
"4492",4492,"0","0","0","0","0","0"
"4493",4493,"0","0","0","0","0","0"
"4494",4494,"0","0","0","0","0","0"
"4495",4495,"1","0","0","0","0","0"
"4496",4496,"1","1","1","1","1","1"
"4497",4497,"1","1","0","0","0","1"
"4498",4498,"0","0","0","0","0","0"
"4499",4499,"0","0","0","0","0","0"
"4500",4500,"0","0","0","0","0","0"
"4501",4501,"0","0","0","0","0","0"
"4502",4502,"1","1","1","1","1","1"
"4503",4503,"0","0","0","0","0","0"
"4504",4504,"1","1","1","1","1","1"
"4505",4505,"1","1","1","1","1","1"
"4506",4506,"0","0","0","0","0","0"
"4507",4507,"1","1","1","1","1","1"
"4508",4508,"0","0","0","0","0","0"
"4509",4509,"0","0","0","0","0","0"
"4510",4510,"0","0","0","0","0","0"
"4511",4511,"0","0","0","0","0","0"
"4512",4512,"0","0","0","0","0","0"
"4513",4513,"1","1","1","1","1","1"
"4514",4514,"1","1","1","1","1","1"
"4515",4515,"0","0","0","0","0","0"
"4516",4516,"1","1","1","1","1","1"
"4517",4517,"0","0","0","0","0","0"
"4518",4518,"0","0","0","0","0","0"
"4519",4519,"0","1","1","1","0","1"
"4520",4520,"1","0","0","0","0","0"
"4521",4521,"1","1","1","1","1","1"
"4522",4522,"1","1","1","1","1","1"
"4523",4523,"1","1","1","1","1","1"
"4524",4524,"1","1","1","1","1","1"
"4525",4525,"1","1","1","1","1","1"
"4526",4526,"0","0","0","0","0","0"
"4527",4527,"1","1","1","1","1","1"
"4528",4528,"1","1","1","1","1","1"
"4529",4529,"0","0","0","0","0","0"
"4530",4530,"1","1","1","1","1","1"
"4531",4531,"0","0","0","0","0","0"
"4532",4532,"0","0","0","1","0","0"
"4533",4533,"1","0","0","0","0","0"
"4534",4534,"0","0","1","1","1","1"
"4535",4535,"1","1","1","1","1","1"
"4536",4536,"0","0","0","0","0","0"
"4537",4537,"1","1","1","0","0","1"
"4538",4538,"1","1","1","1","1","1"
"4539",4539,"0","0","0","0","0","0"
"4540",4540,"1","1","1","1","1","1"
"4541",4541,"0","0","0","0","1","0"
"4542",4542,"1","1","1","1","1","1"
"4543",4543,"1","1","1","1","1","1"
"4544",4544,"0","0","0","0","0","0"
"4545",4545,"1","1","1","1","1","1"
"4546",4546,"0","0","0","0","0","0"
"4547",4547,"0","0","0","0","0","0"
"4548",4548,"0","0","0","0","0","0"
"4549",4549,"0","0","0","0","0","0"
"4550",4550,"0","1","0","0","0","0"
"4551",4551,"1","1","1","1","1","1"
"4552",4552,"0","1","0","0","0","0"
"4553",4553,"0","0","0","0","0","0"
"4554",4554,"1","0","0","0","0","0"
"4555",4555,"0","0","0","0","0","0"
"4556",4556,"1","1","1","1","1","1"
"4557",4557,"0","0","0","0","0","0"
"4558",4558,"0","0","0","0","0","0"
"4559",4559,"0","0","0","0","0","0"
"4560",4560,"0","0","0","0","0","0"
"4561",4561,"1","1","1","1","1","1"
"4562",4562,"1","1","1","1","1","1"
"4563",4563,"0","0","0","0","0","0"
"4564",4564,"0","1","0","0","0","0"
"4565",4565,"0","0","0","0","0","0"
"4566",4566,"1","1","1","1","1","1"
"4567",4567,"1","1","1","1","1","1"
"4568",4568,"0","1","0","0","0","0"
"4569",4569,"0","0","0","0","0","0"
"4570",4570,"1","1","1","1","1","1"
"4571",4571,"0","0","0","0","0","0"
"4572",4572,"0","0","0","0","0","0"
"4573",4573,"1","1","1","0","0","1"
"4574",4574,"0","0","0","0","0","0"
"4575",4575,"0","0","0","0","0","0"
"4576",4576,"1","1","0","0","0","1"
"4577",4577,"0","0","0","0","0","0"
"4578",4578,"1","1","1","1","1","1"
"4579",4579,"0","0","0","0","0","0"
"4580",4580,"0","0","0","0","0","0"
"4581",4581,"0","0","0","0","0","0"
"4582",4582,"0","0","0","0","0","0"
"4583",4583,"0","1","0","0","0","1"
"4584",4584,"1","1","1","1","1","1"
"4585",4585,"1","1","1","1","1","1"
"4586",4586,"0","0","0","0","0","1"
"4587",4587,"1","1","1","1","1","1"
"4588",4588,"0","0","0","0","0","0"
"4589",4589,"1","1","1","1","1","1"
"4590",4590,"1","1","1","1","1","1"
"4591",4591,"0","0","0","0","0","0"
"4592",4592,"0","0","0","0","0","0"
"4593",4593,"0","0","0","0","0","0"
"4594",4594,"1","1","1","1","1","1"
"4595",4595,"0","0","0","0","0","0"
"4596",4596,"0","0","0","0","0","0"
"4597",4597,"1","1","1","1","1","1"
"4598",4598,"1","1","1","1","1","1"
"4599",4599,"1","1","1","1","1","1"
"4600",4600,"0","0","0","0","0","0"
"4601",4601,"0","0","0","0","0","0"
"4602",4602,"1","1","1","1","1","1"
"4603",4603,"0","0","0","0","0","0"
"4604",4604,"1","1","1","1","1","1"
"4605",4605,"0","0","0","0","0","0"
"4606",4606,"0","1","1","1","1","1"
"4607",4607,"1","1","1","1","1","1"
"4608",4608,"1","1","1","1","1","1"
"4609",4609,"1","1","1","1","1","1"
"4610",4610,"0","0","0","0","0","0"
"4611",4611,"0","0","0","0","0","0"
"4612",4612,"1","0","0","0","0","0"
"4613",4613,"1","1","1","1","1","1"
"4614",4614,"1","1","1","1","1","1"
"4615",4615,"1","0","0","0","0","0"
"4616",4616,"0","0","0","0","0","0"
"4617",4617,"1","1","0","1","0","1"
"4618",4618,"0","0","0","0","0","0"
"4619",4619,"0","0","0","0","0","0"
"4620",4620,"0","0","0","0","0","0"
"4621",4621,"0","0","0","0","0","0"
"4622",4622,"1","1","1","1","1","1"
"4623",4623,"1","0","0","0","0","0"
"4624",4624,"0","0","0","0","0","0"
"4625",4625,"0","0","0","0","0","0"
"4626",4626,"1","1","1","1","1","1"
"4627",4627,"1","0","0","0","0","0"
"4628",4628,"0","0","0","0","0","0"
"4629",4629,"1","1","1","1","1","1"
"4630",4630,"0","0","0","0","0","0"
"4631",4631,"0","1","0","1","1","1"
"4632",4632,"1","1","1","1","1","1"
"4633",4633,"0","1","0","0","0","0"
"4634",4634,"0","0","0","0","0","0"
"4635",4635,"1","1","1","1","1","1"
"4636",4636,"0","1","1","1","0","1"
"4637",4637,"0","0","0","0","0","0"
"4638",4638,"1","1","1","1","1","1"
"4639",4639,"1","1","1","1","1","1"
"4640",4640,"0","0","0","0","0","0"
"4641",4641,"1","1","1","1","1","1"
"4642",4642,"1","1","1","1","1","1"
"4643",4643,"0","0","0","0","0","0"
"4644",4644,"0","0","0","0","0","0"
"4645",4645,"0","0","0","0","0","0"
"4646",4646,"0","0","0","0","0","0"
"4647",4647,"0","1","0","0","0","0"
"4648",4648,"1","1","1","1","1","1"
"4649",4649,"0","0","0","0","0","0"
"4650",4650,"1","1","1","1","1","1"
"4651",4651,"1","1","1","1","1","1"
"4652",4652,"0","0","0","0","0","0"
"4653",4653,"1","1","0","1","0","1"
"4654",4654,"1","0","0","0","0","0"
"4655",4655,"1","0","0","0","0","0"
"4656",4656,"0","0","0","0","0","0"
"4657",4657,"0","0","0","0","0","0"
"4658",4658,"0","0","0","0","0","0"
"4659",4659,"0","0","0","0","0","1"
"4660",4660,"1","1","1","1","1","1"
"4661",4661,"1","1","1","1","1","1"
"4662",4662,"0","0","0","0","0","0"
"4663",4663,"0","0","0","0","0","0"
"4664",4664,"1","1","1","1","1","1"
"4665",4665,"1","0","1","1","1","1"
"4666",4666,"0","1","0","0","0","0"
"4667",4667,"1","1","1","1","1","1"
"4668",4668,"1","1","1","1","1","1"
"4669",4669,"0","0","0","0","0","0"
"4670",4670,"1","0","0","0","0","0"
"4671",4671,"1","1","1","1","1","1"
"4672",4672,"1","1","1","1","1","1"
"4673",4673,"0","0","0","1","1","1"
"4674",4674,"0","0","0","0","0","0"
"4675",4675,"1","1","0","0","0","1"
"4676",4676,"0","0","0","0","0","0"
"4677",4677,"1","1","1","1","1","1"
"4678",4678,"0","0","0","0","0","0"
"4679",4679,"1","1","1","1","1","1"
"4680",4680,"0","1","1","1","1","1"
"4681",4681,"0","1","0","0","0","0"
"4682",4682,"0","0","1","1","1","1"
"4683",4683,"0","0","0","0","0","0"
"4684",4684,"1","1","1","1","1","1"
"4685",4685,"1","1","1","1","1","1"
"4686",4686,"0","0","0","0","0","0"
"4687",4687,"0","0","0","0","0","0"
"4688",4688,"1","0","0","0","0","0"
"4689",4689,"0","0","0","0","0","0"
"4690",4690,"1","0","0","0","0","0"
"4691",4691,"0","0","0","0","0","0"
"4692",4692,"0","0","0","0","0","0"
"4693",4693,"0","0","0","0","0","0"
"4694",4694,"1","1","1","1","1","1"
"4695",4695,"0","1","1","1","1","1"
"4696",4696,"0","1","0","0","0","0"
"4697",4697,"1","1","1","1","1","1"
"4698",4698,"0","0","0","0","0","0"
"4699",4699,"1","1","1","1","1","1"
"4700",4700,"1","1","1","1","1","1"
"4701",4701,"1","1","1","1","1","1"
"4702",4702,"0","0","0","0","0","0"
"4703",4703,"0","1","0","0","0","0"
"4704",4704,"1","1","0","0","0","1"
"4705",4705,"0","1","0","0","0","0"
"4706",4706,"1","1","1","1","1","1"
"4707",4707,"0","0","0","0","0","0"
"4708",4708,"1","1","1","1","1","1"
"4709",4709,"0","0","0","0","0","0"
"4710",4710,"1","1","1","1","1","1"
"4711",4711,"0","0","0","0","0","0"
"4712",4712,"0","1","1","1","1","1"
"4713",4713,"1","1","1","1","1","1"
"4714",4714,"1","1","1","1","1","1"
"4715",4715,"0","0","0","0","0","0"
"4716",4716,"0","0","0","0","0","0"
"4717",4717,"0","1","1","1","1","1"
"4718",4718,"0","0","0","0","0","0"
"4719",4719,"0","0","0","0","0","0"
"4720",4720,"0","0","0","0","0","0"
"4721",4721,"1","1","1","1","1","1"
"4722",4722,"1","0","0","0","0","0"
"4723",4723,"1","1","1","1","1","1"
"4724",4724,"0","0","0","0","0","0"
"4725",4725,"0","0","0","0","0","0"
"4726",4726,"0","0","0","0","0","0"
"4727",4727,"1","1","1","1","1","1"
"4728",4728,"1","1","1","1","1","1"
"4729",4729,"0","0","0","0","0","0"
"4730",4730,"0","0","0","0","0","0"
"4731",4731,"0","1","1","1","1","1"
"4732",4732,"1","1","1","1","1","1"
"4733",4733,"0","0","0","0","0","0"
"4734",4734,"0","0","0","0","0","0"
"4735",4735,"0","0","0","0","0","0"
"4736",4736,"1","1","1","1","1","1"
"4737",4737,"0","0","0","0","0","0"
"4738",4738,"1","1","1","1","1","1"
"4739",4739,"0","0","0","0","0","0"
"4740",4740,"1","1","0","0","0","0"
"4741",4741,"0","1","0","0","0","0"
"4742",4742,"0","0","0","0","0","0"
"4743",4743,"0","0","0","0","0","0"
"4744",4744,"1","1","1","1","1","1"
"4745",4745,"0","0","0","0","0","0"
"4746",4746,"1","1","1","1","1","1"
"4747",4747,"1","0","1","1","1","1"
"4748",4748,"0","0","0","0","0","0"
"4749",4749,"0","0","0","0","0","0"
"4750",4750,"0","0","0","0","0","1"
"4751",4751,"0","0","0","1","1","1"
"4752",4752,"0","0","0","0","0","0"
"4753",4753,"0","0","0","0","0","0"
"4754",4754,"0","1","1","1","1","1"
"4755",4755,"1","0","1","1","0","1"
"4756",4756,"0","0","0","0","0","0"
"4757",4757,"0","0","0","0","0","0"
"4758",4758,"0","0","0","0","0","0"
"4759",4759,"1","1","1","1","1","1"
"4760",4760,"0","0","0","0","0","0"
"4761",4761,"0","0","0","0","0","0"
"4762",4762,"0","0","0","0","0","0"
"4763",4763,"0","0","0","0","0","0"
"4764",4764,"0","1","0","1","1","1"
"4765",4765,"1","1","1","1","1","1"
"4766",4766,"1","1","1","1","1","1"
"4767",4767,"1","1","1","1","1","1"
"4768",4768,"1","1","1","1","1","1"
"4769",4769,"0","0","0","0","0","0"
"4770",4770,"0","0","0","0","0","0"
"4771",4771,"1","0","0","0","0","0"
"4772",4772,"0","1","0","0","0","1"
"4773",4773,"0","0","0","0","0","0"
"4774",4774,"1","1","0","1","0","1"
"4775",4775,"0","0","1","1","1","1"
"4776",4776,"1","1","1","1","1","1"
"4777",4777,"1","1","1","1","1","1"
"4778",4778,"1","1","1","1","1","1"
"4779",4779,"0","0","0","0","0","0"
"4780",4780,"0","0","0","0","0","0"
"4781",4781,"0","0","0","0","0","0"
"4782",4782,"0","0","0","0","0","0"
"4783",4783,"1","1","1","1","1","1"
"4784",4784,"0","1","0","0","0","0"
"4785",4785,"0","0","0","1","0","0"
"4786",4786,"0","0","0","0","0","0"
"4787",4787,"0","0","0","0","0","0"
"4788",4788,"1","1","1","1","1","1"
"4789",4789,"0","0","0","0","0","0"
"4790",4790,"1","0","0","0","0","0"
"4791",4791,"1","1","1","1","1","1"
"4792",4792,"0","0","0","0","0","0"
"4793",4793,"0","0","0","0","0","0"
"4794",4794,"1","1","1","1","1","1"
"4795",4795,"1","1","1","1","1","1"
"4796",4796,"1","1","0","0","0","1"
"4797",4797,"0","1","0","0","0","0"
"4798",4798,"0","0","0","0","0","0"
"4799",4799,"1","1","1","1","1","1"
"4800",4800,"0","0","0","0","0","0"
"4801",4801,"0","1","1","1","1","1"
"4802",4802,"1","1","1","1","1","1"
"4803",4803,"0","0","0","0","0","0"
"4804",4804,"1","1","1","1","1","1"
"4805",4805,"0","0","0","0","0","0"
"4806",4806,"1","1","1","1","1","1"
"4807",4807,"0","0","0","0","0","0"
"4808",4808,"1","1","0","0","0","1"
"4809",4809,"0","0","0","0","0","0"
"4810",4810,"1","0","1","0","0","0"
"4811",4811,"1","1","1","1","1","1"
"4812",4812,"0","0","0","0","0","1"
"4813",4813,"0","0","0","0","0","0"
"4814",4814,"0","0","0","0","0","0"
"4815",4815,"1","1","1","1","1","1"
"4816",4816,"0","0","0","0","0","0"
"4817",4817,"0","0","0","0","0","0"
"4818",4818,"0","0","0","0","0","0"
"4819",4819,"1","1","1","1","1","1"
"4820",4820,"1","1","1","1","1","1"
"4821",4821,"1","1","1","1","1","1"
"4822",4822,"0","0","0","0","0","0"
"4823",4823,"0","1","0","0","0","0"
"4824",4824,"1","1","0","1","1","1"
"4825",4825,"1","1","1","1","1","1"
"4826",4826,"0","0","0","0","0","0"
"4827",4827,"1","1","1","1","1","1"
"4828",4828,"1","1","1","1","1","1"
"4829",4829,"1","1","1","1","1","1"
"4830",4830,"1","0","0","0","0","0"
"4831",4831,"0","0","0","0","0","0"
"4832",4832,"1","0","1","1","1","0"
"4833",4833,"1","1","1","1","1","1"
"4834",4834,"1","1","1","1","1","1"
"4835",4835,"0","0","0","0","0","0"
"4836",4836,"0","1","0","0","0","0"
"4837",4837,"0","1","0","0","0","0"
"4838",4838,"0","0","0","0","0","0"
"4839",4839,"0","0","0","0","0","0"
"4840",4840,"0","0","0","0","0","0"
"4841",4841,"1","0","0","0","0","0"
"4842",4842,"1","1","1","1","1","1"
"4843",4843,"0","0","0","0","0","0"
"4844",4844,"0","0","0","0","0","0"
"4845",4845,"0","0","0","0","0","0"
"4846",4846,"0","0","0","0","0","0"
"4847",4847,"1","1","1","1","1","1"
"4848",4848,"0","0","0","0","0","0"
"4849",4849,"1","1","1","1","1","1"
"4850",4850,"1","0","0","0","0","1"
"4851",4851,"1","1","1","1","1","1"
"4852",4852,"1","0","0","0","0","0"
"4853",4853,"1","0","0","0","0","0"
"4854",4854,"0","0","0","0","0","0"
"4855",4855,"0","0","0","0","0","0"
"4856",4856,"1","0","0","1","1","0"
"4857",4857,"1","0","0","0","0","0"
"4858",4858,"0","0","0","0","0","0"
"4859",4859,"1","1","1","1","1","1"
"4860",4860,"0","0","0","0","0","0"
"4861",4861,"0","0","0","0","0","0"
"4862",4862,"1","1","1","1","1","1"
"4863",4863,"1","1","1","1","1","1"
"4864",4864,"1","1","1","1","1","1"
"4865",4865,"0","0","0","0","0","0"
"4866",4866,"1","1","1","1","1","1"
"4867",4867,"0","0","0","0","0","0"
"4868",4868,"1","1","1","1","1","1"
"4869",4869,"0","0","0","0","0","0"
"4870",4870,"1","1","1","1","1","1"
"4871",4871,"1","1","1","1","1","1"
"4872",4872,"1","1","1","1","1","1"
"4873",4873,"0","0","0","0","0","0"
"4874",4874,"0","0","0","0","0","0"
"4875",4875,"0","0","0","0","0","0"
"4876",4876,"0","0","0","0","0","0"
"4877",4877,"0","0","0","0","0","0"
"4878",4878,"0","1","1","1","1","1"
"4879",4879,"0","0","0","0","0","0"
"4880",4880,"0","0","0","0","0","0"
"4881",4881,"1","1","1","1","1","1"
"4882",4882,"0","0","0","0","0","0"
"4883",4883,"1","1","1","1","1","1"
"4884",4884,"1","1","1","1","1","1"
"4885",4885,"0","0","0","0","0","0"
"4886",4886,"0","0","0","0","0","0"
"4887",4887,"0","0","0","0","0","0"
"4888",4888,"0","0","0","0","0","0"
"4889",4889,"0","0","0","0","0","0"
"4890",4890,"1","0","0","0","1","1"
"4891",4891,"0","0","0","0","0","0"
"4892",4892,"1","1","1","1","1","1"
"4893",4893,"1","1","0","0","0","1"
"4894",4894,"1","1","1","1","1","1"
"4895",4895,"1","1","0","0","0","1"
"4896",4896,"1","1","1","1","1","1"
"4897",4897,"0","0","0","0","0","0"
"4898",4898,"1","1","1","0","0","1"
"4899",4899,"0","0","0","0","0","0"
"4900",4900,"1","1","1","1","1","1"
"4901",4901,"0","0","0","0","0","0"
"4902",4902,"1","0","0","0","0","0"
"4903",4903,"0","0","0","0","0","0"
"4904",4904,"0","0","0","0","0","0"
"4905",4905,"0","0","0","0","0","0"
"4906",4906,"1","1","1","1","1","1"
"4907",4907,"1","1","1","1","1","1"
"4908",4908,"1","1","1","1","1","1"
"4909",4909,"1","1","1","1","1","1"
"4910",4910,"0","0","0","0","0","0"
"4911",4911,"1","1","1","1","1","1"
"4912",4912,"0","1","0","1","1","1"
"4913",4913,"1","1","1","1","1","1"
"4914",4914,"0","0","0","0","0","0"
"4915",4915,"0","1","1","1","1","1"
"4916",4916,"1","1","1","1","1","1"
"4917",4917,"1","1","1","1","1","1"
"4918",4918,"1","1","1","1","1","1"
"4919",4919,"0","0","0","0","0","0"
"4920",4920,"1","0","0","0","0","0"
"4921",4921,"1","1","1","1","1","1"
"4922",4922,"0","0","0","0","0","0"
"4923",4923,"1","1","1","1","1","1"
"4924",4924,"0","0","0","0","0","0"
"4925",4925,"0","0","0","0","0","0"
"4926",4926,"1","1","1","1","1","1"
"4927",4927,"0","0","0","0","0","0"
"4928",4928,"1","1","1","1","1","1"
"4929",4929,"1","1","1","1","1","1"
"4930",4930,"0","0","0","0","0","0"
"4931",4931,"0","0","0","0","0","0"
"4932",4932,"1","0","0","1","0","0"
"4933",4933,"1","0","0","0","0","0"
"4934",4934,"0","0","0","0","0","0"
"4935",4935,"1","1","1","1","1","1"
"4936",4936,"0","0","0","0","0","0"
"4937",4937,"1","1","0","1","0","1"
"4938",4938,"1","1","1","1","1","1"
"4939",4939,"1","1","1","1","1","1"
"4940",4940,"1","1","1","1","1","1"
"4941",4941,"0","0","0","0","0","0"
"4942",4942,"0","0","0","0","0","0"
"4943",4943,"0","0","0","0","0","0"
"4944",4944,"0","1","0","0","0","1"
"4945",4945,"0","0","0","0","0","0"
"4946",4946,"0","0","0","0","0","0"
"4947",4947,"0","0","0","0","0","0"
"4948",4948,"1","1","1","1","0","1"
"4949",4949,"1","1","1","0","0","1"
"4950",4950,"0","0","0","0","0","0"
"4951",4951,"0","0","0","0","0","0"
"4952",4952,"1","1","1","1","1","1"
"4953",4953,"0","1","1","1","1","1"
"4954",4954,"1","1","1","1","1","1"
"4955",4955,"1","1","1","1","1","1"
"4956",4956,"1","0","0","0","0","0"
"4957",4957,"0","0","0","0","0","0"
"4958",4958,"0","0","0","0","0","0"
"4959",4959,"1","1","1","1","1","1"
"4960",4960,"1","1","1","1","1","1"
"4961",4961,"0","0","0","0","0","1"
"4962",4962,"1","0","1","0","0","0"
"4963",4963,"1","1","1","1","1","1"
"4964",4964,"1","1","1","1","1","1"
"4965",4965,"1","1","1","1","1","1"
"4966",4966,"0","0","0","0","0","1"
"4967",4967,"0","0","0","0","0","0"
"4968",4968,"1","0","0","0","0","0"
"4969",4969,"1","0","1","1","0","1"
"4970",4970,"0","0","0","0","0","0"
"4971",4971,"1","1","1","1","1","1"
"4972",4972,"1","1","1","1","1","1"
"4973",4973,"1","1","1","1","1","1"
"4974",4974,"1","1","1","1","1","1"
"4975",4975,"1","1","1","1","1","1"
"4976",4976,"1","0","1","1","1","1"
"4977",4977,"0","0","0","0","0","0"
"4978",4978,"0","0","0","0","0","0"
"4979",4979,"1","0","1","1","1","1"
"4980",4980,"0","0","0","0","0","0"
"4981",4981,"1","1","1","1","1","1"
"4982",4982,"0","0","0","0","0","0"
"4983",4983,"0","0","0","0","0","0"
"4984",4984,"0","0","0","0","0","0"
"4985",4985,"0","0","0","0","0","0"
"4986",4986,"1","1","1","1","1","1"
"4987",4987,"1","0","0","0","0","0"
"4988",4988,"1","0","0","0","0","0"
"4989",4989,"1","1","1","1","1","1"
"4990",4990,"0","0","0","0","0","0"
"4991",4991,"0","0","0","0","0","0"
"4992",4992,"1","1","0","0","1","1"
"4993",4993,"0","0","0","0","0","0"
"4994",4994,"0","0","0","0","0","0"
"4995",4995,"0","0","0","0","0","0"
"4996",4996,"1","0","0","0","0","0"
"4997",4997,"0","0","0","0","0","0"
"4998",4998,"0","0","0","0","0","0"
"4999",4999,"0","0","0","0","0","0"
"5000",5000,"0","0","0","0","0","0"
"5001",5001,"0","0","0","0","0","0"
"5002",5002,"0","0","0","0","0","0"
"5003",5003,"0","0","0","0","0","0"
"5004",5004,"0","0","0","0","0","0"
"5005",5005,"1","1","1","1","1","1"
"5006",5006,"1","0","1","1","1","1"
"5007",5007,"0","0","0","0","0","0"
"5008",5008,"1","1","1","1","1","1"
"5009",5009,"0","0","0","0","0","0"
"5010",5010,"1","1","1","1","1","1"
"5011",5011,"0","0","0","0","1","0"
"5012",5012,"0","0","0","0","0","0"
"5013",5013,"0","0","0","0","0","0"
"5014",5014,"1","1","0","0","1","1"
"5015",5015,"1","1","1","1","1","1"
"5016",5016,"0","0","0","0","0","0"
"5017",5017,"1","0","0","0","0","0"
"5018",5018,"1","0","0","0","0","0"
"5019",5019,"1","1","0","0","0","1"
"5020",5020,"1","1","1","1","1","1"
"5021",5021,"1","1","1","0","0","1"
"5022",5022,"1","1","0","1","0","1"
"5023",5023,"1","1","1","1","1","1"
"5024",5024,"0","0","0","0","0","0"
"5025",5025,"1","1","1","1","1","1"
"5026",5026,"1","1","1","1","1","1"
"5027",5027,"1","1","1","1","1","1"
"5028",5028,"1","1","1","1","1","1"
"5029",5029,"1","1","1","1","1","1"
"5030",5030,"1","1","1","1","1","1"
"5031",5031,"0","0","0","0","0","0"
"5032",5032,"1","0","1","1","1","1"
"5033",5033,"0","0","0","0","0","0"
"5034",5034,"1","1","1","1","1","1"
"5035",5035,"0","0","0","0","0","0"
"5036",5036,"1","1","1","1","1","1"
"5037",5037,"0","0","0","0","0","0"
"5038",5038,"0","0","0","0","0","0"
"5039",5039,"0","1","1","1","1","1"
"5040",5040,"0","0","0","0","0","0"
"5041",5041,"0","0","0","0","0","0"
"5042",5042,"1","1","1","1","1","1"
"5043",5043,"1","1","1","1","1","1"
"5044",5044,"0","0","0","0","0","0"
"5045",5045,"0","0","0","0","0","0"
"5046",5046,"0","0","0","0","0","0"
"5047",5047,"1","1","1","1","1","1"
"5048",5048,"1","1","1","1","1","1"
"5049",5049,"0","0","0","1","0","1"
"5050",5050,"1","1","1","1","1","1"
"5051",5051,"1","1","1","1","1","1"
"5052",5052,"0","0","0","0","0","0"
"5053",5053,"0","1","0","0","0","0"
"5054",5054,"0","0","0","0","0","0"
"5055",5055,"0","0","0","0","0","0"
"5056",5056,"0","0","0","0","0","0"
"5057",5057,"0","0","0","0","0","0"
"5058",5058,"0","0","0","0","0","0"
"5059",5059,"0","0","0","0","0","0"
"5060",5060,"0","0","0","0","0","0"
"5061",5061,"0","1","1","1","1","1"
"5062",5062,"0","0","0","0","0","0"
"5063",5063,"0","0","0","0","0","0"
"5064",5064,"1","1","1","1","1","1"
"5065",5065,"1","1","1","1","1","1"
"5066",5066,"0","0","0","1","1","0"
"5067",5067,"1","1","1","1","1","1"
"5068",5068,"1","0","0","0","0","0"
"5069",5069,"0","0","0","0","0","0"
"5070",5070,"1","0","0","1","1","0"
"5071",5071,"1","1","1","1","1","1"
"5072",5072,"1","1","0","0","0","0"
"5073",5073,"1","1","1","1","1","1"
"5074",5074,"0","1","0","1","1","0"
"5075",5075,"1","1","1","1","1","1"
"5076",5076,"0","0","0","0","0","0"
"5077",5077,"1","1","1","1","1","1"
"5078",5078,"0","0","0","0","1","0"
"5079",5079,"0","0","0","0","0","0"
"5080",5080,"1","1","1","1","1","1"
"5081",5081,"1","1","1","1","1","1"
"5082",5082,"0","0","0","0","0","0"
"5083",5083,"1","0","0","0","0","0"
"5084",5084,"1","1","1","1","1","1"
"5085",5085,"1","1","1","1","1","1"
"5086",5086,"1","0","0","1","0","0"
"5087",5087,"1","1","1","1","1","1"
"5088",5088,"0","0","0","0","0","0"
"5089",5089,"1","1","1","1","1","1"
"5090",5090,"1","1","1","1","1","1"
"5091",5091,"0","1","1","1","1","1"
"5092",5092,"1","1","1","1","1","1"
"5093",5093,"0","0","0","0","0","0"
"5094",5094,"0","0","0","0","0","0"
"5095",5095,"1","1","1","1","1","1"
"5096",5096,"0","0","0","0","0","0"
"5097",5097,"1","1","1","1","1","1"
"5098",5098,"1","0","0","0","0","1"
"5099",5099,"1","1","1","1","1","1"
"5100",5100,"0","0","0","0","0","0"
"5101",5101,"0","0","0","0","0","0"
"5102",5102,"0","0","0","0","0","0"
